name	description	p-value	q-value	phenotype	genes
SEPARATION OF SISTER CHROMATIDS%REACTOME%R-HSA-2467813.1	Separation of Sister Chromatids	0.00905862656001587	0.00905862656001587	1	SMC3,RAD21,STAG2,SMC1A,PPP2R1A
SEX DIFFERENTIATION%GOBP%GO:0007548	sex differentiation	3.58765399638386e-06	3.58765399638386e-06	1	AR,PTPN11,TBX3,SOX9,GATA3,KIT,PDGFRA,WT1
SHP2 SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SHP2 SIGNALING	SHP2 signaling	0.000444618961435207	0.000444618961435207	1	PIK3CA,NRAS,KRAS,PTPN11,ARHGAP35,EGFR,PIK3R1
SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR%GOBP%GO:0072331	signal transduction by p53 class mediator	6.29970055058237e-08	6.29970055058237e-08	1	EP300,STK11,ATRX,ATM,CDKN1A,CDKN1B,TP53,CHEK2
SIGNAL TRANSDUCTION IN RESPONSE TO DNA DAMAGE%GOBP%GO:0042770	signal transduction in response to DNA damage	4.27852748246001e-07	4.27852748246001e-07	1	CCND1,ATRX,ATM,ATR,CHEK2,CDKN1A,CDKN1B,BRCA1,TP53
SIGNALING BY ACTIVIN%REACTOME DATABASE ID RELEASE 83%1502540	Signaling by Activin	2.55088798186509e-05	2.55088798186509e-05	1	SMAD4,SMAD2,ACVR1B,ACVR2A
SIGNALING BY ALK%REACTOME DATABASE ID RELEASE 83%201556	Signaling by ALK	0.00126567309377298	0.00126567309377298	1	PIK3CA,PIK3R1,SIN3A,EP300
SIGNALING BY CSF1 (M-CSF) IN MYELOID CELLS%REACTOME DATABASE ID RELEASE 83%9680350	Signaling by CSF1 (M-CSF) in myeloid cells	0.00216243059775855	0.00216243059775855	1	PIK3CA,PIK3R1,PIK3CG,PTPN11,KRAS
SIGNALING BY CTNNB1 PHOSPHO-SITE MUTANTS%REACTOME DATABASE ID RELEASE 83%4839743	Signaling by CTNNB1 phospho-site mutants	0.000354839596484922	0.000354839596484922	1	APC,PPP2R1A,CTNNB1
SIGNALING BY FGFR IN DISEASE%REACTOME DATABASE ID RELEASE 83%1226099	Signaling by FGFR in disease	0.00560698147061253	0.00560698147061253	1	PIK3CA,PIK3R1,NRAS,FGFR2,FGFR3
SIGNALING BY FGFR%REACTOME%R-HSA-190236.2	Signaling by FGFR	0.0026469305438707	0.0026469305438707	1	PIK3CA,PIK3R1,NRAS,PTPN11,BRAF,PPP2R1A
SIGNALING BY FGFR1%REACTOME DATABASE ID RELEASE 83%5654736	Signaling by FGFR1	0.000462651805593111	0.000462651805593111	1	PIK3CA,PIK3R1,NRAS,PTPN11,BRAF,PPP2R1A
SIGNALING BY FGFR2%REACTOME%R-HSA-5654738.2	Signaling by FGFR2	0.00176656592212215	0.00176656592212215	1	PIK3CA,PIK3R1,NRAS,PTPN11,BRAF,PPP2R1A
SIGNALING BY FGFR3%REACTOME DATABASE ID RELEASE 83%5654741	Signaling by FGFR3	0.00021694250653312	0.00021694250653312	1	PIK3CA,PIK3R1,NRAS,PTPN11,BRAF,PPP2R1A
SIGNALING BY FGFR4%REACTOME%R-HSA-5654743.2	Signaling by FGFR4	0.000290357954969879	0.000290357954969879	1	PIK3CA,PIK3R1,NRAS,PTPN11,BRAF,PPP2R1A
SIGNALING BY FLT3 ITD AND TKD MUTANTS%REACTOME%R-HSA-9703648.1	Signaling by FLT3 ITD and TKD mutants	1.78635757391676e-05	1.78635757391676e-05	1	PIK3CA,PIK3R1,PTPN11,CDKN1A,FLT3,NRAS
SIGNALING BY GSK3BETA MUTANTS%REACTOME DATABASE ID RELEASE 83%5339716	Signaling by GSK3beta mutants	0.000354839596484922	0.000354839596484922	1	APC,PPP2R1A,CTNNB1
SIGNALING BY MET%REACTOME DATABASE ID RELEASE 83%6806834	Signaling by MET	0.0105184015349878	0.0105184015349878	1	PIK3CA,PIK3R1,NRAS,HGF,PTPN11
SIGNALING BY NODAL%REACTOME%R-HSA-1181150.1	Signaling by NODAL	0.000109070127555661	0.000109070127555661	1	SMAD4,SMAD2,ACVR1B,ACVR2A
SIGNALING BY NON-RECEPTOR TYROSINE KINASES%REACTOME%R-HSA-9006927.3	Signaling by Non-Receptor Tyrosine Kinases	2.65687734247067e-05	2.65687734247067e-05	1	ARHGAP35,LRRK2,EGFR,NRAS,CDKN1B,CCND1,AKT1
SIGNALING BY NOTCH%REACTOME DATABASE ID RELEASE 83%157118	Signaling by NOTCH	4.27952107672537e-05	4.27952107672537e-05	1	EGFR,NOTCH1,TP53,CCND1,AKT1,RUNX1,ELF3,NCOR1,TBL1XR1,EP300
SIGNALING BY NOTCH1 HD+PEST DOMAIN MUTANTS IN CANCER%REACTOME DATABASE ID RELEASE 83%2894858	Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer	0.00162778672781349	0.00162778672781349	1	NCOR1,TBL1XR1,EP300,NOTCH1
SIGNALING BY NOTCH1 IN CANCER%REACTOME DATABASE ID RELEASE 83%2644603	Signaling by NOTCH1 in Cancer	0.00162778672781349	0.00162778672781349	1	NCOR1,TBL1XR1,EP300,NOTCH1
SIGNALING BY NOTCH1 PEST DOMAIN MUTANTS IN CANCER%REACTOME DATABASE ID RELEASE 83%2644602	Signaling by NOTCH1 PEST Domain Mutants in Cancer	0.00162778672781349	0.00162778672781349	1	NCOR1,TBL1XR1,EP300,NOTCH1
SIGNALING BY NOTCH1%REACTOME DATABASE ID RELEASE 83%1980143	Signaling by NOTCH1	0.00307432034271131	0.00307432034271131	1	NCOR1,TBL1XR1,EP300,NOTCH1
SIGNALING BY NTRK1 (TRKA)%REACTOME%R-HSA-187037.2	Signaling by NTRK1 (TRKA)	0.00183360861625394	0.00183360861625394	1	EGR3,NRAS,PPP2R1A,PIK3CA,PIK3R1,EP300,BRAF
SIGNALING BY NTRKS%REACTOME DATABASE ID RELEASE 83%166520	Signaling by NTRKs	0.000616286042351509	0.000616286042351509	1	EGR3,NRAS,PPP2R1A,PIK3CA,PIK3R1,EP300,PTPN11,BRAF
SIGNALING BY PDGF%REACTOME%R-HSA-186797.4	Signaling by PDGF	0.00628449929279631	0.00628449929279631	1	PIK3CA,PIK3R1,NRAS,PDGFRA,PTPN11
SIGNALING BY PTK6%REACTOME%R-HSA-8848021.2	Signaling by PTK6	2.65687734247067e-05	2.65687734247067e-05	1	ARHGAP35,LRRK2,EGFR,NRAS,CDKN1B,CCND1,AKT1
SIGNALING BY SCF-KIT%REACTOME%R-HSA-1433557.4	Signaling by SCF-KIT	0.00383324920967222	0.00383324920967222	1	PIK3CA,PIK3R1,KIT,NRAS,PTPN11
SIGNALING BY TGF-BETA RECEPTOR COMPLEX IN CANCER%REACTOME DATABASE ID RELEASE 83%3304351	Signaling by TGF-beta Receptor Complex in Cancer	8.45795239828065e-05	8.45795239828065e-05	1	SMAD2,SMAD4,TGFBR2
SIGNALING BY TGF-BETA RECEPTOR COMPLEX%REACTOME%R-HSA-170834.2	Signaling by TGF-beta Receptor Complex	0.000163010657842518	0.000163010657842518	1	TGFBR2,USP9X,NCOR1,EP300,SMAD4,SMAD2
SIGNALING BY TGFB FAMILY MEMBERS%REACTOME DATABASE ID RELEASE 83%9006936	Signaling by TGFB family members	1.16501589096141e-05	1.16501589096141e-05	1	ACVR1B,ACVR2A,SMAD4,SMAD2,TGFBR2,USP9X,NCOR1,EP300
SIGNALING BY VEGF%REACTOME DATABASE ID RELEASE 83%194138	Signaling by VEGF	0.00785467823536869	0.00785467823536869	1	NRAS,MTOR,PIK3CA,PIK3R1,AKT1,CTNNB1
SIGNALING EVENTS MEDIATED BY FOCAL ADHESION KINASE%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY FOCAL ADHESION KINASE	Signaling events mediated by focal adhesion kinase	4.39439879438881e-05	4.39439879438881e-05	1	CCND1,PIK3CA,BRAF,MAP2K4,ARHGAP35,PIK3R1
SIGNALING EVENTS MEDIATED BY HDAC CLASS I%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY HDAC CLASS I	Signaling events mediated by HDAC Class I	0.0138396623344546	0.0138396623344546	1	SIN3A,EP300,NCOR1
SIGNALING EVENTS MEDIATED BY HDAC CLASS III%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY HDAC CLASS III	Signaling events mediated by HDAC Class III	0.00124795424614133	0.00124795424614133	1	CDKN1A,EP300,TP53
SIGNALING EVENTS MEDIATED BY HEPATOCYTE GROWTH FACTOR RECEPTOR (C-MET)%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY HEPATOCYTE GROWTH FACTOR RECEPTOR (C-MET)	Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)	1.41816350795233e-07	1.41816350795233e-07	1	APC,PIK3CA,MAP3K1,AKT1,MAP2K4,MTOR,PTPN11,CDH1,HGF,CTNNB1,PIK3R1
SIGNALING EVENTS MEDIATED BY TCPTP%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY TCPTP	Signaling events mediated by TCPTP	0.000337557929942339	0.000337557929942339	1	PIK3CA,EGFR,HGF,PIK3R1,ATR
SIGNALING EVENTS MEDIATED BY VEGFR1 AND VEGFR2%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY VEGFR1 AND VEGFR2	Signaling events mediated by VEGFR1 and VEGFR2	0.0017365896950978	0.0017365896950978	1	PIK3CA,BRAF,AKT1,PTPN11,CTNNB1,PIK3R1
SISTER CHROMATID COHESION%GOBP%GO:0007062	sister chromatid cohesion	4.62964058166072e-06	4.62964058166072e-06	1	RAD21,FBXW7,STAG2,RB1,SMC3,SMC1A
SISTER CHROMATID SEGREGATION%GOBP%GO:0000819	sister chromatid segregation	0.00362281055021282	0.00362281055021282	1	SMC3,SMC1A,CHEK2,STAG2,RB1
SKELETAL SYSTEM MORPHOGENESIS%GOBP%GO:0048705	skeletal system morphogenesis	3.82886269276656e-05	3.82886269276656e-05	1	CTNNB1,FGFR3,TGFBR2,PDGFRA,SOX9,FGFR2
SMAD2 SMAD3:SMAD4 HETEROTRIMER REGULATES TRANSCRIPTION%REACTOME%R-HSA-2173796.4	SMAD2 SMAD3:SMAD4 heterotrimer regulates transcription	0.00413961265946283	0.00413961265946283	1	SMAD4,SMAD2,EP300
SMALL CELL LUNG CANCER%WIKIPATHWAYS_20220510%WP4658%HOMO SAPIENS	Small cell lung cancer	0.000309346483326694	0.000309346483326694	1	PIK3R1,CCND1,RB1,CDKN1B,PTEN,CDKN1A
SMALL GTPASE MEDIATED SIGNAL TRANSDUCTION%GOBP%GO:0007264	small GTPase mediated signal transduction	0.000644338504163296	0.000644338504163296	1	CDKN2A,KRAS,NRAS,ARHGAP35,CDKN1A,RB1,TP53
SMC1/SMC3 ROLE IN DNA DAMAGE - CORNELIA DE LANGE SYNDROME%WIKIPATHWAYS_20220510%WP5118%HOMO SAPIENS	SMC1/SMC3 role in DNA damage - Cornelia de Lange Syndrome	1.76376621283913e-07	1.76376621283913e-07	1	RAD21,BRCA1,SMC1A,ATM,SMC3
SPECIFICATION OF SYMMETRY%GOBP%GO:0009799	specification of symmetry	0.010913829132343	0.010913829132343	1	NOTCH1,TGFBR2,SOX17
SPHINGOLIPID METABOLISM IN SENESCENCE%WIKIPATHWAYS_20220510%WP5121%HOMO SAPIENS	Sphingolipid metabolism in senescence	0.000701025641686788	0.000701025641686788	1	RB1,CDKN1A,MTOR
SPINAL CORD INJURY%WIKIPATHWAYS_20220510%WP2431%HOMO SAPIENS	Spinal cord injury	4.99852547159455e-05	4.99852547159455e-05	1	CCND1,RB1,SOX9,TLR4,CDKN1B,EGFR
SPINDLE ASSEMBLY%GOBP%GO:0051225	spindle assembly	0.00141195372607582	0.00141195372607582	1	NCOR1,SMC3,SMC1A,CHEK2,STAG2
SPINDLE ORGANIZATION%GOBP%GO:0007051	spindle organization	0.00630349561692161	0.00630349561692161	1	NCOR1,SMC3,SMC1A,CHEK2,STAG2
SPRY REGULATION OF FGF SIGNALING%REACTOME%R-HSA-1295596.1	Spry regulation of FGF signaling	0.000379559750907923	0.000379559750907923	1	PTPN11,BRAF,PPP2R1A
STABILIZATION AND EXPANSION OF THE E-CADHERIN ADHERENS JUNCTION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%STABILIZATION AND EXPANSION OF THE E-CADHERIN ADHERENS JUNCTION	Stabilization and expansion of the E-cadherin adherens junction	6.04673161703444e-05	6.04673161703444e-05	1	CDH1,EGFR,HGF,CTNNB1
STABILIZATION OF P53%REACTOME DATABASE ID RELEASE 83%69541	Stabilization of p53	0.000378522354074919	0.000378522354074919	1	ATM,CDKN2A,TP53,CHEK2
STAT5 ACTIVATION DOWNSTREAM OF FLT3 ITD MUTANTS%REACTOME%R-HSA-9702518.1	STAT5 activation downstream of FLT3 ITD mutants	0.000169628293669116	0.000169628293669116	1	PTPN11,CDKN1A,FLT3
STEM CELL DIFFERENTIATION%GOBP%GO:0048863	stem cell differentiation	3.48792317570997e-06	3.48792317570997e-06	1	NOTCH1,CTNNB1,SOX9,FGFR2,ERBB4,SETD2,KIT,TP53
STEM CELL POPULATION MAINTENANCE%GOBP%GO:0019827	stem cell population maintenance	0.000161129471668564	0.000161129471668564	1	NOTCH1,CTNNB1,KIT,SOX9
STRESS-ACTIVATED MAPK CASCADE%GOBP%GO:0051403	stress-activated MAPK cascade	0.00504353468383911	0.00504353468383911	1	MAPK8IP1,LRRK2,MAP2K4
STRESS-ACTIVATED PROTEIN KINASE SIGNALING CASCADE%GOBP%GO:0031098	stress-activated protein kinase signaling cascade	0.00629747267787364	0.00629747267787364	1	MAPK8IP1,LRRK2,MAP2K4
STRIATED MUSCLE CELL DIFFERENTIATION%GOBP%GO:0051146	striated muscle cell differentiation	0.0220973343981848	0.0220973343981848	1	TBX3,PDGFRA,WT1
STRIATED MUSCLE TISSUE DEVELOPMENT%GOBP%GO:0014706	striated muscle tissue development	0.000116328796179318	0.000116328796179318	1	NOTCH1,TBX3,FGFR2,SMAD4,PDGFRA,WT1
SUDDEN INFANT DEATH SYNDROME (SIDS) SUSCEPTIBILITY PATHWAYS%WIKIPATHWAYS_20220510%WP706%HOMO SAPIENS	Sudden infant death syndrome (SIDS) susceptibility pathways	0.00283354847251946	0.00283354847251946	1	GATA3,EP300,CTCF,CTNNB1
SUMO E3 LIGASES SUMOYLATE TARGET PROTEINS%REACTOME DATABASE ID RELEASE 83%3108232	SUMO E3 ligases SUMOylate target proteins	2.29317882206632e-09	2.29317882206632e-09	1	SMC3,RAD21,STAG2,SMC1A,VHL,CDKN2A,AR,TP53,BRCA1,NPM1,EP300,SIN3A,DNMT3A
SUMOYLATION OF DNA DAMAGE RESPONSE AND REPAIR PROTEINS%REACTOME%R-HSA-3108214.2	SUMOylation of DNA damage response and repair proteins	6.59046170002333e-05	6.59046170002333e-05	1	SMC3,RAD21,STAG2,BRCA1,SMC1A,CDKN2A
SUMOYLATION OF TRANSCRIPTION COFACTORS%REACTOME%R-HSA-3899300.5	SUMOylation of transcription cofactors	0.00389288376878178	0.00389288376878178	1	SIN3A,NPM1,EP300
SUMOYLATION%REACTOME%R-HSA-2990846.5	SUMOylation	3.34652106623181e-09	3.34652106623181e-09	1	SMC3,RAD21,STAG2,SMC1A,VHL,CDKN2A,AR,TP53,BRCA1,NPM1,EP300,SIN3A,DNMT3A
SYNAPTIC SIGNALING PATHWAYS ASSOCIATED WITH AUTISM SPECTRUM DISORDER%WIKIPATHWAYS_20220510%WP4539%HOMO SAPIENS	Synaptic signaling pathways associated with autism spectrum disorder	0.00107264461756242	0.00107264461756242	1	PIK3R1,NRAS,NF1,MTOR,PTEN,KRAS
T CELL ACTIVATION%GOBP%GO:0042110	T cell activation	0.0394639362291871	0.0394639362291871	1	PIK3CG,PIK3R1,GATA3,KIT
T CELL ACTIVATION%PANTHER PATHWAY%P00053	T cell activation	0.00176744336610774	0.00176744336610774	1	PIK3CG,AKT1,PIK3CA,PIK3R1,NRAS,MAP3K1,BRAF
T CELL RECEPTOR SIGNALING PATHWAY%SMPDB%SMP0066977	T Cell Receptor Signaling Pathway	0.0010289552464808	0.0010289552464808	1	MAP2K4,MAP3K1,PIK3CA,PIK3R1,PIK3CG
T-CELL ACTIVATION SARS-COV-2%WIKIPATHWAYS_20220510%WP5098%HOMO SAPIENS	T-cell activation SARS-CoV-2	0.000236469530378006	0.000236469530378006	1	PIK3R1,CCND1,MTOR,PTEN,CDKN1A,CDKN2A
TCF DEPENDENT SIGNALING IN RESPONSE TO WNT%REACTOME DATABASE ID RELEASE 83%201681	TCF dependent signaling in response to WNT	0.0012044530782882	0.0012044530782882	1	PPP2R1A,AKT1,CTNNB1,SOX9,APC,SOX17,AXIN2,EP300
TCR%NETPATH%TCR	TCR	0.0138581502497683	0.0138581502497683	1	EPHA3,PIK3R1,PTPN11,CTNNB1,ARHGAP35
TELOMERE ORGANIZATION%GOBP%GO:0032200	telomere organization	0.00847889460383922	0.00847889460383922	1	ATRX,ATM,ATR,EZH2
TGF_BETA_RECEPTOR%IOB%TGF_BETA_RECEPTOR	TGF_beta_Receptor	2.79468191143682e-09	2.79468191143682e-09	1	TGFBR2,CTNNB1,RB1,STK11,CCND1,EP300,SOX9,PIK3R1,SMAD2,SMAD4,CDKN1A,CTCF,BRCA1
TGF_BETA_RECEPTOR%NETPATH%TGF_BETA_RECEPTOR	TGF_beta_Receptor	1.52949165086988e-08	1.52949165086988e-08	1	RB1,STK11,CCND1,SOX9,RUNX1,PIK3R1,SMAD4,CDKN1A,CTCF,BRCA1,TGFBR2
TGF-BETA RECEPTOR SIGNALING ACTIVATES SMADS%REACTOME%R-HSA-2173789.4	TGF-beta receptor signaling activates SMADs	0.00633886598512292	0.00633886598512292	1	SMAD4,SMAD2,TGFBR2
TGF-BETA RECEPTOR SIGNALING IN SKELETAL DYSPLASIAS%WIKIPATHWAYS_20220510%WP4816%HOMO SAPIENS	TGF-beta receptor signaling in skeletal dysplasias	0.000170374959473575	0.000170374959473575	1	CTNNB1,EP300,SMAD4,TGFBR2,SMAD2
TGF-BETA RECEPTOR SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%TGF-BETA RECEPTOR SIGNALING	TGF-beta receptor signaling	0.00129740840150029	0.00129740840150029	1	TGFBR2,SMAD2,SMAD4,CTNNB1
TGF-BETA RECEPTOR SIGNALING%WIKIPATHWAYS_20220510%WP560%HOMO SAPIENS	TGF-beta receptor signaling	0.000135671859702419	0.000135671859702419	1	CTNNB1,EP300,SMAD4,TGFBR2,SMAD2
TGF-BETA SIGNALING PATHWAY%PANTHER PATHWAY%P00052	TGF-beta signaling pathway	0.000125246637885817	0.000125246637885817	1	ACVR2A,EP300,TGFBR2,ACVR1B,NRAS,SMAD2,SMAD4
TGF-BETA SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP366%HOMO SAPIENS	TGF-beta signaling pathway	7.17678549704962e-06	7.17678549704962e-06	1	PIK3R1,CCND1,EP300,SIN3A,SMAD4,CDKN1A,TGFBR2,MAP2K4,SMAD2
TH17 CELL DIFFERENTIATION PATHWAY%WIKIPATHWAYS_20220510%WP5130%HOMO SAPIENS	Th17 cell differentiation pathway	0.00211883377393161	0.00211883377393161	1	GATA3,MTOR,SMAD2,RUNX1
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20220510%WP4746%HOMO SAPIENS	Thyroid hormones production and peripheral downstream signaling effects	0.00569487312224773	0.00569487312224773	1	CTNNB1,MTOR,NOTCH1
THYROID STIMULATING HORMONE (TSH) SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP2032%HOMO SAPIENS	Thyroid stimulating hormone (TSH) signaling pathway	0.000188667215482603	0.000188667215482603	1	PIK3R1,BRAF,RB1,CDKN1B,MTOR
TISSUE HOMEOSTASIS%GOBP%GO:0001894	tissue homeostasis	0.0171894157460233	0.0171894157460233	1	NOTCH1,TLR4,SOX9
TISSUE MIGRATION%GOBP%GO:0090130	tissue migration	0.00372422004542992	0.00372422004542992	1	SMAD4,AKT1,KIT,PIK3CA,EGR3
TNFALPHA%IOB%TNFALPHA	TNFalpha	0.00200285131247143	0.00200285131247143	1	EGFR,MAP3K1,PTPN11,RB1,FBXW7
TNFALPHA%NETPATH%TNFALPHA	TNFalpha	0.00211870380389837	0.00211870380389837	1	EGFR,PTPN11,RB1,EP300,FBXW7
TOLL LIKE RECEPTOR 2 (TLR2) CASCADE%REACTOME%R-HSA-181438.1	Toll Like Receptor 2 (TLR2) Cascade	0.00587750519653506	0.00587750519653506	1	MAP2K4,TLR4,MAP3K1,TP53,PPP2R1A
TOLL LIKE RECEPTOR 4 (TLR4) CASCADE%REACTOME DATABASE ID RELEASE 83%166016	Toll Like Receptor 4 (TLR4) Cascade	0.00320449557340705	0.00320449557340705	1	MAP2K4,TLR4,MAP3K1,TP53,PPP2R1A,PTPN11
TOLL LIKE RECEPTOR 7 8 (TLR7 8) CASCADE%REACTOME%R-HSA-168181.6	Toll Like Receptor 7 8 (TLR7 8) Cascade	0.00476393394816169	0.00476393394816169	1	MAP2K4,TLR4,MAP3K1,TP53,PPP2R1A
TOLL LIKE RECEPTOR 9 (TLR9) CASCADE%REACTOME DATABASE ID RELEASE 83%168138	Toll Like Receptor 9 (TLR9) Cascade	0.0051398723343274	0.0051398723343274	1	MAP2K4,TLR4,MAP3K1,TP53,PPP2R1A
TOLL LIKE RECEPTOR TLR1:TLR2 CASCADE%REACTOME DATABASE ID RELEASE 83%168179	Toll Like Receptor TLR1:TLR2 Cascade	0.00587750519653506	0.00587750519653506	1	MAP2K4,TLR4,MAP3K1,TP53,PPP2R1A
TOLL LIKE RECEPTOR TLR6:TLR2 CASCADE%REACTOME DATABASE ID RELEASE 83%168188	Toll Like Receptor TLR6:TLR2 Cascade	0.00587750519653506	0.00587750519653506	1	MAP2K4,TLR4,MAP3K1,TP53,PPP2R1A
TOLL-LIKE RECEPTOR CASCADES%REACTOME%R-HSA-168898.7	Toll-like Receptor Cascades	0.00522683596890879	0.00522683596890879	1	MAP2K4,TLR4,MAP3K1,TP53,PPP2R1A,PTPN11
TP53 NETWORK%WIKIPATHWAYS_20220510%WP1742%HOMO SAPIENS	TP53 network	0.000371001720890278	0.000371001720890278	1	CDKN1A,CDKN2A,ATM
TP53 REGULATES TRANSCRIPTION OF CELL CYCLE GENES%REACTOME DATABASE ID RELEASE 83%6791312	TP53 Regulates Transcription of Cell Cycle Genes	4.11482454121278e-05	4.11482454121278e-05	1	CDKN1A,CDKN1B,NPM1,EP300,TP53
TP53 REGULATES TRANSCRIPTION OF DNA REPAIR GENES%REACTOME DATABASE ID RELEASE 83%6796648	TP53 Regulates Transcription of DNA Repair Genes	3.5153098747511e-05	3.5153098747511e-05	1	ATR,BRCA1,CDK12,ATM,ERCC2,TP53
TP53 REGULATES TRANSCRIPTION OF GENES INVOLVED IN G1 CELL CYCLE ARREST%REACTOME DATABASE ID RELEASE 83%6804116	TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	0.000272471719367837	0.000272471719367837	1	CDKN1A,CDKN1B,TP53
TRAF6 MEDIATED INDUCTION OF NFKB AND MAP KINASES UPON TLR7 8 OR 9 ACTIVATION%REACTOME DATABASE ID RELEASE 83%975138	TRAF6 mediated induction of NFkB and MAP kinases upon TLR7 8 or 9 activation	0.0044898278423003	0.0044898278423003	1	MAP2K4,TLR4,MAP3K1,TP53,PPP2R1A
TRAIL%IOB%TRAIL	TRAIL	0.00221947655376074	0.00221947655376074	1	CHEK2,CTNNB1,ATM
TRANSCRIPTION BY RNA POLYMERASE II%GOBP%GO:0006366	transcription by RNA polymerase II	0.0023665963322288	0.0023665963322288	1	PBRM1,CBFB,CDK12,NFE2L3,TAF1,SETD2,ERCC2
TRANSCRIPTIONAL ACTIVATION OF MITOCHONDRIAL BIOGENESIS%REACTOME DATABASE ID RELEASE 83%2151201	Transcriptional activation of mitochondrial biogenesis	0.00892826153855481	0.00892826153855481	1	IDH2,NCOR1,TBL1XR1
TRANSCRIPTIONAL ACTIVITY OF SMAD2 SMAD3:SMAD4 HETEROTRIMER%REACTOME%R-HSA-2173793.4	Transcriptional activity of SMAD2 SMAD3:SMAD4 heterotrimer	0.000125524933993189	0.000125524933993189	1	USP9X,NCOR1,EP300,SMAD4,SMAD2
TRANSCRIPTIONAL REGULATION BY MECP2%REACTOME DATABASE ID RELEASE 83%8986944	Transcriptional Regulation by MECP2	0.00179261467906571	0.00179261467906571	1	NCOR1,TBL1XR1,SIN3A,PTEN
TRANSCRIPTIONAL REGULATION BY RUNX1%REACTOME%R-HSA-8878171.3	Transcriptional regulation by RUNX1	7.22950482747351e-06	7.22950482747351e-06	1	GATA3,CCND1,PTPN11,LIFR,CBFB,RUNX1,ARID1A,PBRM1,EP300,SIN3A
TRANSCRIPTIONAL REGULATION BY RUNX2%REACTOME%R-HSA-8878166.2	Transcriptional regulation by RUNX2	3.01219134989922e-06	3.01219134989922e-06	1	SOX9,CBFB,RUNX1,SMAD4,AR,RB1,CDKN1A,CCND1,AKT1
TRANSCRIPTIONAL REGULATION BY RUNX3%REACTOME%R-HSA-8878159.2	Transcriptional regulation by RUNX3	3.79875366226088e-09	3.79875366226088e-09	1	CDKN1A,CCND1,EP300,CBFB,RUNX1,SMAD4,NOTCH1,CTNNB1,CDKN2A,TP53,KRAS
TRANSCRIPTIONAL REGULATION BY THE AP-2 (TFAP2) FAMILY OF TRANSCRIPTION FACTORS%REACTOME%R-HSA-8864260.3	Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	1.20431772172392e-05	1.20431772172392e-05	1	KIT,EGFR,CDKN1A,NPM1,EP300
TRANSCRIPTIONAL REGULATION BY VENTX%REACTOME%R-HSA-8853884.2	Transcriptional Regulation by VENTX	8.63774958599768e-05	8.63774958599768e-05	1	CTNNB1,CDKN2A,CCND1,TP53
TRANSCRIPTIONAL REGULATION OF GRANULOPOIESIS%REACTOME DATABASE ID RELEASE 83%9616222	Transcriptional regulation of granulopoiesis	0.000101614620894948	0.000101614620894948	1	CDKN1A,EP300,CBFB,RUNX1,CEBPA
TRANSCRIPTIONAL REGULATION OF WHITE ADIPOCYTE DIFFERENTIATION%REACTOME DATABASE ID RELEASE 83%381340	Transcriptional regulation of white adipocyte differentiation	0.00464755691090954	0.00464755691090954	1	NCOR1,TBL1XR1,EP300,CEBPA
TRANSFORMING GROWTH FACTOR BETA RECEPTOR SIGNALING PATHWAY%GOBP%GO:0007179	transforming growth factor beta receptor signaling pathway	0.00332278980833352	0.00332278980833352	1	SMAD2,SMAD4,TGFBR2,USP9X
TRANSLATION INHIBITORS IN CHRONICALLY ACTIVATED PDGFRA CELLS%WIKIPATHWAYS_20220510%WP4566%HOMO SAPIENS	Translation inhibitors in chronically activated PDGFRA cells	0.00269281659750252	0.00269281659750252	1	PIK3R1,EIF4A2,MTOR,MAP2K4
TRANSMEMBRANE RECEPTOR PROTEIN SERINE/THREONINE KINASE SIGNALING PATHWAY%GOBP%GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	0.000917892074835963	0.000917892074835963	1	SMAD2,SMAD4,TGFBR2,ACVR1B,USP9X,ACVR2A
TRIF(TICAM1)-MEDIATED TLR4 SIGNALING%REACTOME DATABASE ID RELEASE 83%937061	TRIF(TICAM1)-mediated TLR4 signaling	0.00132172352465397	0.00132172352465397	1	MAP2K4,TLR4,TP53,PPP2R1A,PTPN11
