NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
LATERAL LINE SYSTEM DEVELOPMENT%GOBP%GO:0048925	3		Rejected!	
ESTABLISHMENT OR MAINTENANCE OF EPITHELIAL CELL APICAL/BASAL POLARITY%GOBP%GO:0045197	32	24		
HOMEOSTASIS OF NUMBER OF CELLS WITHIN A TISSUE%GOBP%GO:0048873	4		Rejected!	
RESPONSE TO FUNGICIDE%GOBP%GO:0060992	1		Rejected!	
CELLULAR RESPONSE TO MANGANESE ION%GOBP%GO:0071287	4		Rejected!	
IMMUNOLOGICAL SYNAPSE FORMATION%GOBP%GO:0001771	8		Rejected!	
XENOBIOTIC TRANSPORT%GOBP%GO:0042908	17	14		
CADMIUM ION TRANSMEMBRANE TRANSPORT%GOBP%GO:0070574	5		Rejected!	
REGULATION OF B CELL PROLIFERATION%GOBP%GO:0030888	45	36		
FLAVONOID GLUCURONIDATION%GOBP%GO:0052696	9		Rejected!	
PURINE NUCLEOBASE BIOSYNTHETIC PROCESS%GOBP%GO:0009113	10	10		
CELL WALL DISRUPTION IN OTHER ORGANISM%GOBP%GO:0044278	4		Rejected!	
POSITIVE REGULATION OF NEURAL RETINA DEVELOPMENT%GOBP%GO:0061075	2		Rejected!	
REGULATION OF ADENYLATE CYCLASE-INHIBITING DOPAMINE RECEPTOR SIGNALING PATHWAY%GOBP%GO:1904990	1		Rejected!	
INDUCTION OF BACTERIAL AGGLUTINATION%GOBP%GO:0043152	6		Rejected!	
EMBRYONIC HEART TUBE DEVELOPMENT%GOBP%GO:0035050	52	37		
POSITIVE REGULATION OF ABSCISIC ACID-ACTIVATED SIGNALING PATHWAY%GOBP%GO:0009789	1		Rejected!	
POSITIVE REGULATION OF INFLAMMATORY RESPONSE TO WOUNDING%GOBP%GO:0106016	2		Rejected!	
SECONDARY METABOLITE BIOSYNTHETIC PROCESS%GOBP%GO:0044550	10		Rejected!	
POSITIVE REGULATION OF INTRACELLULAR STEROID HORMONE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0033145	11		Rejected!	
POSITIVE REGULATION OF VASCULAR ENDOTHELIAL GROWTH FACTOR SIGNALING PATHWAY%GOBP%GO:1900748	6		Rejected!	
ALDEHYDE CATABOLIC PROCESS%GOBP%GO:0046185	8		Rejected!	
NEGATIVE REGULATION OF GRANULOCYTE DIFFERENTIATION%GOBP%GO:0030853	4		Rejected!	
TRANS-SYNAPTIC SIGNALING BY TRANS-SYNAPTIC COMPLEX%GOBP%GO:0099545	2		Rejected!	
REGULATION OF INTRACELLULAR PROTEIN TRANSPORT%GOBP%GO:0033157	186	159		
PLASMA LIPOPROTEIN PARTICLE ASSEMBLY%GOBP%GO:0034377	26	17		
TRANSCRIPTION INITIATION FROM RNA POLYMERASE II PROMOTER%GOBP%GO:0006367	162	143		
T-HELPER 1 CELL LINEAGE COMMITMENT%GOBP%GO:0002296	1		Rejected!	
NEGATIVE REGULATION OF GLUCONEOGENESIS%GOBP%GO:0045721	12		Rejected!	
REGULATION OF MICROTUBULE-BASED PROCESS%GOBP%GO:0032886	193	161		
DETECTION OF MECHANICAL STIMULUS INVOLVED IN SENSORY PERCEPTION OF TOUCH%GOBP%GO:0050976	2		Rejected!	
NEGATIVE REGULATION OF VIRAL GENOME REPLICATION%GOBP%GO:0045071	59	51		
REGULATION OF TYPE IIA HYPERSENSITIVITY%GOBP%GO:0001796	2		Rejected!	
CD8-POSITIVE, ALPHA-BETA T CELL LINEAGE COMMITMENT%GOBP%GO:0043375	1		Rejected!	
POSITIVE REGULATION OF ATP BIOSYNTHETIC PROCESS%GOBP%GO:2001171	29	21		
SODIUM-DEPENDENT ORGANIC CATION TRANSPORT%GOBP%GO:0070715	1		Rejected!	
B CELL PROLIFERATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002322	3		Rejected!	
PROTEIN K29-LINKED DEUBIQUITINATION%GOBP%GO:0035523	5		Rejected!	
DEADENYLATION-DEPENDENT DECAPPING OF NUCLEAR-TRANSCRIBED MRNA%GOBP%GO:0000290	8		Rejected!	
REGULATION OF HISTONE H3-K14 ACETYLATION%GOBP%GO:0071440	3		Rejected!	
POSITIVE REGULATION OF T-HELPER 17 CELL DIFFERENTIATION%GOBP%GO:2000321	7		Rejected!	
NEGATIVE REGULATION OF CELL DIVISION%GOBP%GO:0051782	13	11		
RESPONSE TO EXOGENOUS DSRNA%GOBP%GO:0043330	36	18		
NEGATIVE REGULATION OF TRANSCRIPTION OF NUCLEOLAR LARGE RRNA BY RNA POLYMERASE I%GOBP%GO:1901837	3		Rejected!	
RESPONSE TO WOUNDING%GOBP%GO:0009611	409		Rejected!	
POSITIVE REGULATION OF ATP-DEPENDENT MICROTUBULE MOTOR ACTIVITY, PLUS-END-DIRECTED%GOBP%GO:2000582	3		Rejected!	
RESPONSE TO STIMULUS%GOBP%GO:0050896	6373		Rejected!	
THYMUS DEVELOPMENT%GOBP%GO:0048538	14		Rejected!	
NEGATIVE REGULATION OF INTERLEUKIN-1-MEDIATED SIGNALING PATHWAY%GOBP%GO:2000660	4		Rejected!	
AXON ENSHEATHMENT%GOBP%GO:0008366	58	44		
NEGATIVE REGULATION OF MESENCHYMAL CELL PROLIFERATION%GOBP%GO:0072201	4		Rejected!	
REGULATION OF MEGAKARYOCYTE DIFFERENTIATION%GOBP%GO:0045652	79	43		
REGULATION OF VESICLE SIZE%GOBP%GO:0097494	4		Rejected!	
ARGININE TRANSPORT%GOBP%GO:0015809	8		Rejected!	
NEGATIVE REGULATION OF CYCLIC-NUCLEOTIDE PHOSPHODIESTERASE ACTIVITY%GOBP%GO:0051344	4		Rejected!	
MEMBRANE DEPOLARIZATION DURING AV NODE CELL ACTION POTENTIAL%GOBP%GO:0086045	5		Rejected!	
REGULATION OF MYD88-DEPENDENT TOLL-LIKE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0034124	4		Rejected!	
REGULATION OF CHAPERONE-MEDIATED AUTOPHAGY%GOBP%GO:1904714	8		Rejected!	
MITOCHONDRIAL RNA PROCESSING%GOBP%GO:0000963	16	13		
RRNA-CONTAINING RIBONUCLEOPROTEIN COMPLEX EXPORT FROM NUCLEUS%GOBP%GO:0071428	14	13		
POSITIVE REGULATION OF PHOSPHOLIPID BIOSYNTHETIC PROCESS%GOBP%GO:0071073	10		Rejected!	
APPENDAGE MORPHOGENESIS%GOBP%GO:0035107	47	38		
REGULATION OF TRANSLATIONAL ELONGATION%GOBP%GO:0006448	15	12		
DGDP METABOLIC PROCESS%GOBP%GO:0046066	3		Rejected!	
RIBOFLAVIN METABOLIC PROCESS%GOBP%GO:0006771	7		Rejected!	
L-ARGININE IMPORT ACROSS PLASMA MEMBRANE%GOBP%GO:0097638	5		Rejected!	
SIGNAL TRANSDUCTION BY TRANS-PHOSPHORYLATION%GOBP%GO:0023016	3		Rejected!	
POSITIVE REGULATION OF XENOPHAGY%GOBP%GO:1904417	2		Rejected!	
CELLULAR RESPONSE TO AZIDE%GOBP%GO:0097185	1		Rejected!	
NEGATIVE REGULATION OF RETINAL GANGLION CELL AXON GUIDANCE%GOBP%GO:0090260	2		Rejected!	
NEGATIVE REGULATION OF CYTOLYSIS IN OTHER ORGANISM%GOBP%GO:0051713	1		Rejected!	
NICOTINAMIDE NUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0019359	60	49		
POSITIVE REGULATION OF TORC2 SIGNALING%GOBP%GO:1904515	1		Rejected!	
NEGATIVE REGULATION OF EXTRACELLULAR MATRIX ORGANIZATION%GOBP%GO:1903054	9		Rejected!	
FATTY ACID TRANSPORT%GOBP%GO:0015908	55	43		
PROTEIN TRANSPORT TO VACUOLE INVOLVED IN UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS VIA THE MULTIVESICULAR BODY SORTING PATHWAY%GOBP%GO:0043328	5		Rejected!	
NEGATIVE REGULATION OF NUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0045980	19	15		
NEUTROPHIL CHEMOTAXIS%GOBP%GO:0030593	70	53		
POSITIVE REGULATION OF FRUCTOSE 1,6-BISPHOSPHATE METABOLIC PROCESS%GOBP%GO:0060552	1		Rejected!	
REGULATION OF MACROPHAGE COLONY-STIMULATING FACTOR SIGNALING PATHWAY%GOBP%GO:1902226	3		Rejected!	
CANONICAL WNT SIGNALING PATHWAY INVOLVED IN POSITIVE REGULATION OF WOUND HEALING%GOBP%GO:0044330	1		Rejected!	
LEUKOTRIENE METABOLIC PROCESS%GOBP%GO:0006691	31	18		
POSITIVE REGULATION OF IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE%GOBP%GO:0002891	21	18		
REGULATION OF METALLOENDOPEPTIDASE ACTIVITY INVOLVED IN AMYLOID PRECURSOR PROTEIN CATABOLIC PROCESS%GOBP%GO:1902962	2		Rejected!	
CARDIAC LEFT VENTRICLE MORPHOGENESIS%GOBP%GO:0003214	14	10		
PYRIMIDINE NUCLEOTIDE TRANSPORT%GOBP%GO:0006864	2		Rejected!	
REGULATION OF MESENCHYMAL CELL APOPTOTIC PROCESS%GOBP%GO:2001053	4		Rejected!	
PLANAR DICHOTOMOUS SUBDIVISION OF TERMINAL UNITS INVOLVED IN LUNG BRANCHING MORPHOGENESIS%GOBP%GO:0060489	1		Rejected!	
ALPHA-KETOGLUTARATE TRANSPORT%GOBP%GO:0015742	1		Rejected!	
SNARE COMPLEX ASSEMBLY%GOBP%GO:0035493	8		Rejected!	
REGULATION OF CELLULAR AMIDE METABOLIC PROCESS%GOBP%GO:0034248	350		Rejected!	
REGULATION OF RETINOIC ACID RECEPTOR SIGNALING PATHWAY%GOBP%GO:0048385	14	12		
L-ASPARTATE IMPORT ACROSS PLASMA MEMBRANE%GOBP%GO:0140009	4		Rejected!	
REGULATION OF PROGRAMMED CELL DEATH%GOBP%GO:0043067	1143		Rejected!	
REGULATION OF TRAIL RECEPTOR BIOSYNTHETIC PROCESS%GOBP%GO:0045560	1		Rejected!	
CELLULAR METABOLIC COMPOUND SALVAGE%GOBP%GO:0043094	34	29		
ACYL CARNITINE TRANSMEMBRANE TRANSPORT%GOBP%GO:1902616	1		Rejected!	
PIGMENT METABOLIC PROCESS INVOLVED IN DEVELOPMENTAL PIGMENTATION%GOBP%GO:0043324	3		Rejected!	
NEGATIVE REGULATION OF WNT SIGNALING PATHWAY INVOLVED IN DORSAL/VENTRAL AXIS SPECIFICATION%GOBP%GO:2000054	1		Rejected!	
DETECTION OF MECHANICAL STIMULUS%GOBP%GO:0050982	32	14		
NEGATIVE REGULATION OF TIMING OF CATAGEN%GOBP%GO:0051796	1		Rejected!	
REGULATION OF INSULIN RECEPTOR SIGNALING PATHWAY%GOBP%GO:0046626	42	36		
ROSTROCAUDAL NEURAL TUBE PATTERNING%GOBP%GO:0021903	3		Rejected!	
CELLULAR RESPONSE TO DEXAMETHASONE STIMULUS%GOBP%GO:0071549	4		Rejected!	
NEGATIVE REGULATION OF VASCULAR ASSOCIATED SMOOTH MUSCLE CELL MIGRATION%GOBP%GO:1904753	4		Rejected!	
NEGATIVE REGULATION OF GENE SILENCING%GOBP%GO:0060969	34	26		
NAIL DEVELOPMENT%GOBP%GO:0035878	5		Rejected!	
NEGATIVE REGULATION OF CALCIUM ION TRANSPORT%GOBP%GO:0051926	44	31		
UV-DAMAGE EXCISION REPAIR%GOBP%GO:0070914	13	13		
REGULATION OF HEART RATE BY HORMONE%GOBP%GO:0003064	2		Rejected!	
POSITIVE REGULATION OF APOPTOTIC PROCESS INVOLVED IN MORPHOGENESIS%GOBP%GO:1902339	3		Rejected!	
NEGATIVE REGULATION OF CD8-POSITIVE, ALPHA-BETA T CELL PROLIFERATION%GOBP%GO:2000565	1		Rejected!	
NEGATIVE REGULATION OF HIPPO SIGNALING%GOBP%GO:0035331	12	11		
ENDOPLASMIC RETICULUM POLARIZATION%GOBP%GO:0061163	1		Rejected!	
POSITIVE REGULATION OF OOCYTE MATURATION%GOBP%GO:1900195	2		Rejected!	
POSITIVE REGULATION OF G2/MI TRANSITION OF MEIOTIC CELL CYCLE%GOBP%GO:0110032	3		Rejected!	
DETECTION OF EXTERNAL STIMULUS%GOBP%GO:0009581	80	35		
INTRACELLULAR SIGNAL TRANSDUCTION%GOBP%GO:0035556	1338		Rejected!	
PROTEIN LOCALIZATION TO MEMBRANE RAFT%GOBP%GO:1903044	6		Rejected!	
REGULATION OF COLLAGEN BINDING%GOBP%GO:0033341	1		Rejected!	
NUCLEAR CHROMOSOME SEGREGATION%GOBP%GO:0098813	184	137		
REGULATION OF CAP-INDEPENDENT TRANSLATIONAL INITIATION%GOBP%GO:1903677	3		Rejected!	
SEPTIN CYTOSKELETON ORGANIZATION%GOBP%GO:0032185	4		Rejected!	
NEGATIVE REGULATION OF CONSTITUTIVE SECRETORY PATHWAY%GOBP%GO:1903434	1		Rejected!	
NEGATIVE REGULATION OF CHOLESTEROL TRANSPORTER ACTIVITY%GOBP%GO:0060695	1		Rejected!	
POSITIVE REGULATION OF FREE UBIQUITIN CHAIN POLYMERIZATION%GOBP%GO:1904544	1		Rejected!	
MELANOCYTE ADHESION%GOBP%GO:0097326	1		Rejected!	
PHOSPHOCREATINE BIOSYNTHETIC PROCESS%GOBP%GO:0046314	5		Rejected!	
CORTISOL SECRETION%GOBP%GO:0043400	1		Rejected!	
VACUOLAR ACIDIFICATION%GOBP%GO:0007035	22	20		
RESPIRATORY BURST INVOLVED IN DEFENSE RESPONSE%GOBP%GO:0002679	4		Rejected!	
POSITIVE REGULATION OF MITOPHAGY IN RESPONSE TO MITOCHONDRIAL DEPOLARIZATION%GOBP%GO:0098779	7		Rejected!	
POSITIVE REGULATION OF MALE GONAD DEVELOPMENT%GOBP%GO:2000020	6		Rejected!	
RESPONSE TO FLAVONOID%GOBP%GO:1905395	1		Rejected!	
POSITIVE REGULATION OF PEPTIDYL-CYSTEINE S-NITROSYLATION%GOBP%GO:2000170	3		Rejected!	
ACUTE INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS%GOBP%GO:0002438	2		Rejected!	
ATTACHMENT OF GPI ANCHOR TO PROTEIN%GOBP%GO:0016255	6		Rejected!	
NEURAL PLATE ANTERIOR/POSTERIOR REGIONALIZATION%GOBP%GO:0021999	2		Rejected!	
B CELL RECEPTOR TRANSPORT WITHIN LIPID BILAYER%GOBP%GO:0032595	0		Rejected!	
PROTEIN KINASE D SIGNALING%GOBP%GO:0089700	3		Rejected!	
NEGATIVE REGULATION OF RESPONSE TO DNA DAMAGE STIMULUS%GOBP%GO:2001021	73	63		
POSITIVE REGULATION OF AMYLOID-BETA FORMATION%GOBP%GO:1902004	19	15		
REGULATION OF DNA STABILITY%GOBP%GO:0097752	4		Rejected!	
VASCULAR SMOOTH MUSCLE CELL DIFFERENTIATION%GOBP%GO:0035886	8		Rejected!	
REGULATION OF CYSTATHIONINE BETA-SYNTHASE ACTIVITY%GOBP%GO:1904041	1		Rejected!	
PURINE DEOXYRIBONUCLEOSIDE TRIPHOSPHATE CATABOLIC PROCESS%GOBP%GO:0009217	4		Rejected!	
REGULATION OF PLATELET-DERIVED GROWTH FACTOR RECEPTOR-BETA SIGNALING PATHWAY%GOBP%GO:2000586	5		Rejected!	
AGE-DEPENDENT RESPONSE TO REACTIVE OXYGEN SPECIES%GOBP%GO:0001315	1		Rejected!	
LIMBIC SYSTEM DEVELOPMENT%GOBP%GO:0021761	29	15		
CEREBELLAR MOLECULAR LAYER DEVELOPMENT%GOBP%GO:0021679	2		Rejected!	
REGULATION OF RESPONSE TO OSMOTIC STRESS%GOBP%GO:0047484	10		Rejected!	
POSITIVE REGULATION OF GLUCOSYLCERAMIDE CATABOLIC PROCESS%GOBP%GO:2000753	1		Rejected!	
REGULATION OF PHOSPHATIDYLINOSITOL 3-KINASE ACTIVITY%GOBP%GO:0043551	37	31		
TRANSCRIPTION INITIATION FROM RNA POLYMERASE III PROMOTER%GOBP%GO:0006384	6		Rejected!	
MODULATION BY VIRUS OF HOST AUTOPHAGY%GOBP%GO:0039519	3		Rejected!	
3'-UTR-MEDIATED MRNA DESTABILIZATION%GOBP%GO:0061158	15	14		
POSTERIOR LATERAL LINE NEUROMAST DEVELOPMENT%GOBP%GO:0048919	1		Rejected!	
PROTEIN LIPIDATION INVOLVED IN AUTOPHAGOSOME ASSEMBLY%GOBP%GO:0061739	1		Rejected!	
POSITIVE REGULATION OF KERATINOCYTE DIFFERENTIATION%GOBP%GO:0045618	15	14		
GO ID NOT FOUND IN OBO FILE ONTOLOGY DEFINITIONS%GOBP%GO:0140468	3		Rejected!	
GO ID NOT FOUND IN OBO FILE ONTOLOGY DEFINITIONS%GOBP%GO:0140467	3		Rejected!	
REGULATION OF STRESS GRANULE ASSEMBLY%GOBP%GO:0062028	3		Rejected!	
SUCROSE TRANSPORT%GOBP%GO:0015770	3		Rejected!	
POSITIVE REGULATION OF PROTEIN KINASE D SIGNALING%GOBP%GO:1903572	1		Rejected!	
MITOCHONDRIAL CITRATE TRANSMEMBRANE TRANSPORT%GOBP%GO:0006843	1		Rejected!	
POSITIVE REGULATION OF MONOOXYGENASE ACTIVITY%GOBP%GO:0032770	23	17		
REGULATION OF GLUCOSE METABOLIC PROCESS%GOBP%GO:0010906	73	58		
REGULATION OF CYCLIC-NUCLEOTIDE PHOSPHODIESTERASE ACTIVITY%GOBP%GO:0051342	5		Rejected!	
DIADENOSINE HEXAPHOSPHATE CATABOLIC PROCESS%GOBP%GO:1901909	4		Rejected!	
DGDP BIOSYNTHETIC PROCESS%GOBP%GO:0006185	1		Rejected!	
CHEMOKINE RECEPTOR TRANSPORT OUT OF MEMBRANE RAFT%GOBP%GO:0032600	0		Rejected!	
ANTIFUNGAL HUMORAL RESPONSE%GOBP%GO:0019732	5		Rejected!	
GO ID NOT FOUND IN OBO FILE ONTOLOGY DEFINITIONS%GOBP%GO:0140450	1		Rejected!	
POSITIVE REGULATION OF PROTEIN LINEAR POLYUBIQUITINATION%GOBP%GO:1902530	2		Rejected!	
HISTONE H2A K63-LINKED UBIQUITINATION%GOBP%GO:0070535	2		Rejected!	
CELLULAR RESPONSE TO AMINO ACID STIMULUS%GOBP%GO:0071230	34	24		
PYRIMIDINE-CONTAINING COMPOUND SALVAGE%GOBP%GO:0008655	11		Rejected!	
REGULATION OF KIDNEY DEVELOPMENT%GOBP%GO:0090183	37	32		
NEGATIVE REGULATION OF MEMBRANE TUBULATION%GOBP%GO:1903526	2		Rejected!	
CELL VOLUME HOMEOSTASIS%GOBP%GO:0006884	24	17		
PALMITIC ACID BIOSYNTHETIC PROCESS%GOBP%GO:1900535	1		Rejected!	
NEGATIVE REGULATION OF INTERLEUKIN-10 PRODUCTION%GOBP%GO:0032693	16	13		
PROTEIN LOCALIZATION TO SECRETORY GRANULE%GOBP%GO:0033366	2		Rejected!	
REGULATION OF IMMUNOGLOBULIN SECRETION%GOBP%GO:0051023	11	11		
POSITIVE REGULATION OF EOSINOPHIL ACTIVATION%GOBP%GO:1902568	2		Rejected!	
PREPULSE INHIBITION%GOBP%GO:0060134	6		Rejected!	
SYNAPTIC TRANSMISSION, GLYCINERGIC%GOBP%GO:0060012	5		Rejected!	
GO ID NOT FOUND IN OBO FILE ONTOLOGY DEFINITIONS%GOBP%GO:0140448	1		Rejected!	
TRICUSPID VALVE FORMATION%GOBP%GO:0003195	1		Rejected!	
NEGATIVE REGULATION OF INTRALUMENAL VESICLE FORMATION%GOBP%GO:1905366	2		Rejected!	
GO ID NOT FOUND IN OBO FILE ONTOLOGY DEFINITIONS%GOBP%GO:0140447	2		Rejected!	
NEGATIVE REGULATION OF BEHAVIOR%GOBP%GO:0048521	4		Rejected!	
AMYLOID-BETA CLEARANCE BY TRANSCYTOSIS%GOBP%GO:0150093	7		Rejected!	
HYDROGEN PEROXIDE BIOSYNTHETIC PROCESS%GOBP%GO:0050665	6		Rejected!	
CELLULAR RESPONSE TO ANISOMYCIN%GOBP%GO:0072740	1		Rejected!	
CELLULAR RESPONSE TO FORSKOLIN%GOBP%GO:1904322	9		Rejected!	
INOSITOL CATABOLIC PROCESS%GOBP%GO:0019310	1		Rejected!	
GLUTAMINE FAMILY AMINO ACID CATABOLIC PROCESS%GOBP%GO:0009065	19	13		
GDP-L-FUCOSE SALVAGE%GOBP%GO:0042352	1		Rejected!	
MORPHOGENESIS OF A POLARIZED EPITHELIUM%GOBP%GO:0001738	26	23		
PHOSPHATIDYLGLYCEROL ACYL-CHAIN REMODELING%GOBP%GO:0036148	18		Rejected!	
VENTRICULAR SEPTUM DEVELOPMENT%GOBP%GO:0003281	38	34		
REGULATION OF RESPONSE TO TUMOR CELL%GOBP%GO:0002834	14	11		
PROTEIN KINASE C SIGNALING%GOBP%GO:0070528	11		Rejected!	
MITOCHONDRIAL GLYCYL-TRNA AMINOACYLATION%GOBP%GO:0070150	1		Rejected!	
REGULATION OF PROTEOLYSIS%GOBP%GO:0030162	607		Rejected!	
CARBOXYLIC ACID TRANSMEMBRANE TRANSPORT%GOBP%GO:1905039	87	68		
CELLULAR RESPONSE TO MINERALOCORTICOID STIMULUS%GOBP%GO:0071389	1		Rejected!	
SPERMINE ACETYLATION%GOBP%GO:0032919	1		Rejected!	
PRONEPHROS MORPHOGENESIS%GOBP%GO:0072114	3		Rejected!	
NEGATIVE REGULATION OF EPITHELIAL CELL PROLIFERATION INVOLVED IN PROSTATE GLAND DEVELOPMENT%GOBP%GO:0060770	2		Rejected!	
OXYGEN METABOLIC PROCESS%GOBP%GO:0072592	1		Rejected!	
ENGULFMENT OF TARGET BY AUTOPHAGOSOME%GOBP%GO:0061736	1		Rejected!	
POSITIVE REGULATION OF GLYCOPROTEIN BIOSYNTHETIC PROCESS INVOLVED IN IMMUNOLOGICAL SYNAPSE FORMATION%GOBP%GO:2000526	1		Rejected!	
POSITIVE REGULATION OF HEMATOPOIETIC STEM CELL DIFFERENTIATION%GOBP%GO:1902038	1		Rejected!	
NEGATIVE REGULATION OF PROTEIN PROCESSING INVOLVED IN PROTEIN TARGETING TO MITOCHONDRION%GOBP%GO:1903217	1		Rejected!	
NEGATIVE REGULATION OF MIRNA CATABOLIC PROCESS%GOBP%GO:2000626	1		Rejected!	
HYDROXYLYSINE BIOSYNTHETIC PROCESS%GOBP%GO:0046947	1		Rejected!	
C-TERMINAL PROTEIN METHYLATION%GOBP%GO:0006481	2		Rejected!	
NEGATIVE REGULATION OF LOW-DENSITY LIPOPROTEIN PARTICLE RECEPTOR CATABOLIC PROCESS%GOBP%GO:0032804	2		Rejected!	
NEGATIVE REGULATION OF APOPTOTIC PROCESS INVOLVED IN DEVELOPMENT%GOBP%GO:1904746	2		Rejected!	
REGULATION OF METANEPHRIC NEPHRON TUBULE EPITHELIAL CELL DIFFERENTIATION%GOBP%GO:0072307	4		Rejected!	
NEGATIVE REGULATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY INVOLVED IN APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001268	5		Rejected!	
CORTISOL BIOSYNTHETIC PROCESS%GOBP%GO:0034651	3		Rejected!	
POSITIVE REGULATION OF CARBOHYDRATE METABOLIC PROCESS%GOBP%GO:0045913	57	42		
POSITIVE REGULATION BY HOST OF VIRAL PROCESS%GOBP%GO:0044794	11	11		
REGULATION OF IRE1-MEDIATED UNFOLDED PROTEIN RESPONSE%GOBP%GO:1903894	14	13		
IRON INCORPORATION INTO METALLO-SULFUR CLUSTER%GOBP%GO:0018283	2		Rejected!	
MACROMOLECULE METHYLATION%GOBP%GO:0043414	200	145		
GLYCOLIPID BIOSYNTHETIC PROCESS%GOBP%GO:0009247	60	53		
REGULATION OF VIRAL GENOME REPLICATION%GOBP%GO:0045069	92	81		
GLYCINE TRANSPORT%GOBP%GO:0015816	10		Rejected!	
EXTRACELLULAR TRANSPORT%GOBP%GO:0006858	3		Rejected!	
CELL DIFFERENTIATION INVOLVED IN METANEPHROS DEVELOPMENT%GOBP%GO:0072202	14	12		
MEMBRANE DEPOLARIZATION DURING ATRIAL CARDIAC MUSCLE CELL ACTION POTENTIAL%GOBP%GO:0098912	3		Rejected!	
REGULATION OF EIF2 ALPHA PHOSPHORYLATION BY AMINO ACID STARVATION%GOBP%GO:0060733	2		Rejected!	
PYRIMIDINE NUCLEOSIDE BIOSYNTHETIC PROCESS%GOBP%GO:0046134	19	16		
NEGATIVE REGULATION OF GENE EXPRESSION, EPIGENETIC%GOBP%GO:0045814	110	71		
AUTOPHAGIC CELL DEATH%GOBP%GO:0048102	4		Rejected!	
REGULATION OF SISTER CHROMATID COHESION%GOBP%GO:0007063	21	21		
NEGATIVE REGULATION OF MYELOID CELL DIFFERENTIATION%GOBP%GO:0045638	64	46		
NEGATIVE REGULATION OF MITOCHONDRIAL FUSION%GOBP%GO:0010637	8		Rejected!	
RESPONSE TO ORGANONITROGEN COMPOUND%GOBP%GO:0010243	547		Rejected!	
REGULATION OF ANDROGEN RECEPTOR ACTIVITY%GOBP%GO:2000823	3		Rejected!	
ESTABLISHMENT OF PROTEIN LOCALIZATION TO CHROMATIN%GOBP%GO:0071169	8		Rejected!	
NEGATIVE REGULATION OF VIRAL ENTRY INTO HOST CELL%GOBP%GO:0046597	15	12		
PYRIMIDINE RIBONUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009208	4		Rejected!	
REGULATION OF SARCOMERE ORGANIZATION%GOBP%GO:0060297	6		Rejected!	
NEGATIVE REGULATION OF CELLULAR RESPIRATION%GOBP%GO:1901856	2		Rejected!	
GERM CELL DEVELOPMENT%GOBP%GO:0007281	138	66		
POSITIVE REGULATION OF BLOOD COAGULATION%GOBP%GO:0030194	22	17		
SYNAPTIC TRANSMISSION, GLUTAMATERGIC%GOBP%GO:0035249	18	10		
PROTEIN GLYCOSYLATION IN ENDOPLASMIC RETICULUM%GOBP%GO:0033577	2		Rejected!	
POSITIVE REGULATION BY HOST OF VIRAL GENOME REPLICATION%GOBP%GO:0044829	5		Rejected!	
MACROAUTOPHAGY%GOBP%GO:0016236	159	139		
REGULATION OF MITOCHONDRIAL MRNA STABILITY%GOBP%GO:0044528	4		Rejected!	
ADULT WALKING BEHAVIOR%GOBP%GO:0007628	3		Rejected!	
REGULATION OF METAL ION TRANSPORT%GOBP%GO:0010959	283		Rejected!	
T-HELPER 1 CELL ACTIVATION%GOBP%GO:0035711	1		Rejected!	
CHROMATIN ASSEMBLY OR DISASSEMBLY%GOBP%GO:0006333	156	105		
POSITIVE REGULATION OF AXONOGENESIS%GOBP%GO:0050772	49	43		
POSITIVE REGULATION OF CATECHOLAMINE SECRETION%GOBP%GO:0033605	7		Rejected!	
NEGATIVE REGULATION OF HEMATOPOIETIC PROGENITOR CELL DIFFERENTIATION%GOBP%GO:1901533	6		Rejected!	
RESPONSE TO INTERLEUKIN-12%GOBP%GO:0070671	49	43		
DENDRITIC SPINE MAINTENANCE%GOBP%GO:0097062	7		Rejected!	
PROTEIN SUCCINYLATION%GOBP%GO:0018335	4		Rejected!	
SNORNA LOCALIZATION%GOBP%GO:0048254	6		Rejected!	
CITRULLINE BIOSYNTHETIC PROCESS%GOBP%GO:0019240	4		Rejected!	
GANGLIOSIDE GM1 TRANSPORT TO MEMBRANE%GOBP%GO:1905572	1		Rejected!	
CHEMOKINE RECEPTOR TRANSPORT WITHIN LIPID BILAYER%GOBP%GO:0033606	0		Rejected!	
RESPONSE TO INTERFERON-BETA%GOBP%GO:0035456	26	22		
TUBE MORPHOGENESIS%GOBP%GO:0035239	338		Rejected!	
PH ELEVATION%GOBP%GO:0045852	6		Rejected!	
NEGATIVE REGULATION OF FOCAL ADHESION ASSEMBLY%GOBP%GO:0051895	16	15		
